full_date,year,month,month_name,country,daily_orders,gross_revenue,returns_revenue,net_revenue,is_q4
2011-07-13,2011,7,July,Germany,1,281.71,0.0,281.71,0
2011-07-13,2011,7,July,Poland,1,239.2,0.0,239.2,0
2011-07-13,2011,7,July,Portugal,2,1452.2,0.0,1452.2,0
2011-07-13,2011,7,July,United Kingdom,57,16911.41,-11029.41,5882.0,0
2011-07-14,2011,7,July,Australia,1,902.09,0.0,902.09,0
2011-07-14,2011,7,July,EIRE,3,1802.07,-5.9,1796.17,0
2011-07-14,2011,7,July,Finland,1,1710.39,0.0,1710.39,0
2011-07-14,2011,7,July,Germany,3,1563.28,-12.45,1550.83,0
2011-07-14,2011,7,July,Israel,1,1430.75,0.0,1430.75,0
2011-07-14,2011,7,July,United Kingdom,79,25923.08,-993.64,24929.44,0
2011-07-14,2011,7,July,Unspecified,1,252.05,0.0,252.05,0
2011-07-15,2011,7,July,Canada,1,550.94,0.0,550.94,0
2011-07-15,2011,7,July,Germany,2,1337.11,0.0,1337.11,0
2011-07-15,2011,7,July,Poland,1,448.1,0.0,448.1,0
2011-07-15,2011,7,July,Switzerland,1,0.0,-102.0,-102.0,0
2011-07-15,2011,7,July,United Kingdom,56,12481.39,-255.5,12225.89,0
2011-07-17,2011,7,July,France,1,150.1,0.0,150.1,0
2011-07-17,2011,7,July,Germany,1,345.23,0.0,345.23,0
2011-07-17,2011,7,July,Switzerland,1,235.96,0.0,235.96,0
2011-07-17,2011,7,July,United Kingdom,50,16463.27,-19.9,16443.37,0
2011-07-18,2011,7,July,EIRE,2,1077.53,0.0,1077.53,0
2011-07-18,2011,7,July,France,2,1866.08,0.0,1866.08,0
2011-07-18,2011,7,July,Singapore,1,3949.32,0.0,3949.32,0
2011-07-18,2011,7,July,United Kingdom,85,22627.82,-952.48,21675.34,0
2011-07-19,2011,7,July,Australia,3,641.67,-158.65,483.02,0
2011-07-19,2011,7,July,EIRE,5,13584.64,-18.25,13566.39,0
2011-07-19,2011,7,July,Finland,1,653.9,0.0,653.9,0
2011-07-19,2011,7,July,France,1,99.6,0.0,99.6,0
2011-07-19,2011,7,July,Germany,7,2447.9,-9.4,2438.5,0
2011-07-19,2011,7,July,United Kingdom,67,32531.33,-461.0,32070.33,0
2011-07-20,2011,7,July,Germany,2,947.97,0.0,947.97,0
2011-07-20,2011,7,July,Netherlands,1,26.02,0.0,26.02,0
2011-07-20,2011,7,July,Portugal,1,835.65,0.0,835.65,0
2011-07-20,2011,7,July,Spain,1,301.52,0.0,301.52,0
2011-07-20,2011,7,July,United Kingdom,65,30294.24,-2039.39,28254.85,0
2011-07-21,2011,7,July,EIRE,3,1338.29,0.0,1338.29,0
2011-07-21,2011,7,July,European Community,1,676.8,0.0,676.8,0
2011-07-21,2011,7,July,France,1,0.0,-46.65,-46.65,0
2011-07-21,2011,7,July,Germany,2,1905.63,0.0,1905.63,0
2011-07-21,2011,7,July,United Kingdom,96,28894.87,-668.23,28226.64,0
2011-07-22,2011,7,July,Germany,1,768.02,0.0,768.02,0
2011-07-22,2011,7,July,Norway,1,890.07,0.0,890.07,0
2011-07-22,2011,7,July,United Kingdom,56,18466.77,-109.63,18357.14,0
2011-07-24,2011,7,July,Australia,1,505.46,0.0,505.46,0
2011-07-24,2011,7,July,France,1,412.93,0.0,412.93,0
2011-07-24,2011,7,July,Germany,1,612.1,0.0,612.1,0
2011-07-24,2011,7,July,Japan,1,174.0,0.0,174.0,0
2011-07-24,2011,7,July,United Kingdom,59,25394.97,-623.26,24771.71,0
2011-07-25,2011,7,July,Denmark,1,376.24,0.0,376.24,0
2011-07-25,2011,7,July,Germany,2,1131.18,0.0,1131.18,0
2011-07-25,2011,7,July,Poland,1,0.0,-8.85,-8.85,0
2011-07-25,2011,7,July,Spain,1,1358.39,0.0,1358.39,0
2011-07-25,2011,7,July,Switzerland,2,856.0,-120.0,736.0,0
2011-07-25,2011,7,July,United Kingdom,62,23165.34,-26.9,23138.44,0
2011-07-26,2011,7,July,Australia,2,118.8,-38.16,80.64,0
2011-07-26,2011,7,July,EIRE,2,396.77,-12.3,384.47,0
2011-07-26,2011,7,July,Germany,2,0.0,-147.9,-147.9,0
2011-07-26,2011,7,July,Italy,1,147.1,0.0,147.1,0
2011-07-26,2011,7,July,Switzerland,1,593.74,0.0,593.74,0
2011-07-26,2011,7,July,United Kingdom,81,20387.85,-174.6,20213.25,0
2011-07-27,2011,7,July,Belgium,1,1214.81,0.0,1214.81,0
2011-07-27,2011,7,July,EIRE,2,764.51,0.0,764.51,0
2011-07-27,2011,7,July,France,1,204.75,0.0,204.75,0
2011-07-27,2011,7,July,Germany,1,440.7,0.0,440.7,0
2011-07-27,2011,7,July,Japan,1,3680.4,0.0,3680.4,0
2011-07-27,2011,7,July,United Kingdom,80,19297.76,-34.48,19263.28,0
2011-07-28,2011,7,July,Austria,1,707.09,0.0,707.09,0
2011-07-28,2011,7,July,Belgium,1,192.34,0.0,192.34,0
2011-07-28,2011,7,July,EIRE,3,5406.15,0.0,5406.15,0
2011-07-28,2011,7,July,France,1,0.0,-46.65,-46.65,0
2011-07-28,2011,7,July,Germany,1,385.14,0.0,385.14,0
2011-07-28,2011,7,July,Spain,1,811.9,0.0,811.9,0
2011-07-28,2011,7,July,United Kingdom,114,48220.69,-506.61,47714.08,0
2011-07-28,2011,7,July,Unspecified,2,546.43,0.0,546.43,0
2011-07-29,2011,7,July,EIRE,1,728.94,0.0,728.94,0
2011-07-29,2011,7,July,France,1,677.9,0.0,677.9,0
2011-07-29,2011,7,July,Germany,1,0.0,-82.54,-82.54,0
2011-07-29,2011,7,July,United Kingdom,67,17383.56,-608.75,16774.81,0
2011-07-31,2011,7,July,EIRE,2,14520.37,0.0,14520.37,0
2011-07-31,2011,7,July,Sweden,2,3946.99,0.0,3946.99,0
2011-07-31,2011,7,July,Switzerland,1,1325.23,0.0,1325.23,0
2011-07-31,2011,7,July,United Kingdom,38,13655.16,-4.25,13650.91,0
2011-08-01,2011,8,August,Channel Islands,1,759.56,0.0,759.56,0
2011-08-01,2011,8,August,Germany,1,1089.18,0.0,1089.18,0
2011-08-01,2011,8,August,United Kingdom,48,19290.18,-26.08,19264.1,0
2011-08-02,2011,8,August,Belgium,1,777.95,0.0,777.95,0
2011-08-02,2011,8,August,France,1,85.8,0.0,85.8,0
2011-08-02,2011,8,August,Germany,3,1135.27,0.0,1135.27,0
2011-08-02,2011,8,August,Iceland,1,584.91,0.0,584.91,0
2011-08-02,2011,8,August,Switzerland,3,4008.62,-39.0,3969.62,0
2011-08-02,2011,8,August,United Kingdom,52,19988.05,-11594.33,8393.72,0
2011-08-03,2011,8,August,France,1,1202.22,0.0,1202.22,0
2011-08-03,2011,8,August,Germany,1,221.04,0.0,221.04,0
2011-08-03,2011,8,August,Poland,1,275.88,0.0,275.88,0
2011-08-03,2011,8,August,Portugal,1,0.0,-15.0,-15.0,0
2011-08-03,2011,8,August,Switzerland,1,0.0,-16.6,-16.6,0
2011-08-03,2011,8,August,United Kingdom,78,26414.0,-989.12,25424.88,0
2011-08-04,2011,8,August,Belgium,1,355.56,0.0,355.56,0
2011-08-04,2011,8,August,EIRE,2,4345.1,-4345.1,0.0,0
2011-08-04,2011,8,August,Finland,1,360.81,0.0,360.81,0
2011-08-04,2011,8,August,France,1,511.03,0.0,511.03,0
2011-08-04,2011,8,August,Germany,3,1287.98,-38.05,1249.93,0
2011-08-04,2011,8,August,Italy,3,12.75,-44.6,-31.85,0
2011-08-04,2011,8,August,Spain,2,867.43,0.0,867.43,0
2011-08-04,2011,8,August,Sweden,1,612.0,0.0,612.0,0
2011-08-04,2011,8,August,United Kingdom,85,57149.13,-45.81,57103.32,0
2011-08-05,2011,8,August,EIRE,1,1572.73,0.0,1572.73,0
2011-08-05,2011,8,August,France,2,830.3,0.0,830.3,0
2011-08-05,2011,8,August,Germany,3,1079.55,-13.45,1066.1,0
2011-08-05,2011,8,August,Italy,1,946.75,0.0,946.75,0
2011-08-05,2011,8,August,United Kingdom,57,17104.15,-171.25,16932.9,0
2011-08-07,2011,8,August,Germany,1,107.4,0.0,107.4,0
2011-08-07,2011,8,August,United Kingdom,32,7471.51,-114.79,7356.72,0
2011-08-08,2011,8,August,Austria,1,981.38,0.0,981.38,0
2011-08-08,2011,8,August,EIRE,2,829.96,-9.9,820.06,0
2011-08-08,2011,8,August,Germany,1,416.65,0.0,416.65,0
2011-08-08,2011,8,August,Sweden,2,249.1,0.0,249.1,0
2011-08-08,2011,8,August,United Kingdom,47,20900.56,-150.8,20749.76,0
2011-08-09,2011,8,August,Denmark,1,0.0,-134.55,-134.55,0
2011-08-09,2011,8,August,Germany,1,102.98,0.0,102.98,0
2011-08-09,2011,8,August,Netherlands,2,12498.71,0.0,12498.71,0
2011-08-09,2011,8,August,United Kingdom,53,14869.41,-614.09,14255.32,0
2011-08-10,2011,8,August,Denmark,1,213.15,0.0,213.15,0
2011-08-10,2011,8,August,EIRE,1,1253.05,0.0,1253.05,0
2011-08-10,2011,8,August,France,1,248.35,0.0,248.35,0
2011-08-10,2011,8,August,Italy,1,721.95,0.0,721.95,0
2011-08-10,2011,8,August,Norway,1,757.07,0.0,757.07,0
2011-08-10,2011,8,August,Switzerland,1,292.69,0.0,292.69,0
2011-08-10,2011,8,August,United Kingdom,55,25306.08,-196.94,25109.14,0
2011-08-11,2011,8,August,Belgium,1,469.25,0.0,469.25,0
2011-08-11,2011,8,August,EIRE,2,1672.4,0.0,1672.4,0
2011-08-11,2011,8,August,Finland,1,605.14,0.0,605.14,0
2011-08-11,2011,8,August,Germany,1,0.0,-9.95,-9.95,0
2011-08-11,2011,8,August,Italy,1,0.0,-11.55,-11.55,0
2011-08-11,2011,8,August,Netherlands,1,19150.66,0.0,19150.66,0
2011-08-11,2011,8,August,United Kingdom,76,48036.34,-276.25,47760.09,0
2011-08-12,2011,8,August,Australia,1,608.76,0.0,608.76,0
2011-08-12,2011,8,August,Belgium,1,209.62,0.0,209.62,0
2011-08-12,2011,8,August,EIRE,2,2165.63,0.0,2165.63,0
2011-08-12,2011,8,August,France,2,412.88,-21.7,391.18,0
2011-08-12,2011,8,August,Germany,1,0.0,-36.05,-36.05,0
2011-08-12,2011,8,August,Netherlands,1,825.6,0.0,825.6,0
2011-08-12,2011,8,August,Norway,1,1268.74,0.0,1268.74,0
2011-08-12,2011,8,August,United Kingdom,50,26738.47,0.0,26738.47,0
2011-08-14,2011,8,August,EIRE,1,0.0,-434.51,-434.51,0
2011-08-14,2011,8,August,France,1,46.65,0.0,46.65,0
2011-08-14,2011,8,August,Switzerland,1,0.0,-4.95,-4.95,0
2011-08-14,2011,8,August,United Kingdom,34,5671.92,-128.93,5542.99,0
2011-08-15,2011,8,August,EIRE,1,467.42,0.0,467.42,0
2011-08-15,2011,8,August,France,1,1161.07,0.0,1161.07,0
2011-08-15,2011,8,August,Germany,1,378.12,0.0,378.12,0
2011-08-15,2011,8,August,Malta,1,905.5,0.0,905.5,0
2011-08-15,2011,8,August,Portugal,1,1221.4,0.0,1221.4,0
2011-08-15,2011,8,August,United Kingdom,49,13110.46,-38.43,13072.03,0
2011-08-16,2011,8,August,EIRE,1,0.0,-63.94,-63.94,0
2011-08-16,2011,8,August,Germany,1,115.3,0.0,115.3,0
2011-08-16,2011,8,August,Spain,2,200.24,0.0,200.24,0
2011-08-16,2011,8,August,Sweden,1,185.9,0.0,185.9,0
2011-08-16,2011,8,August,United Kingdom,58,18738.22,-72.01,18666.21,0
2011-08-17,2011,8,August,EIRE,3,2198.04,0.0,2198.04,0
2011-08-17,2011,8,August,France,1,580.08,0.0,580.08,0
2011-08-17,2011,8,August,Germany,2,748.06,0.0,748.06,0
2011-08-17,2011,8,August,Spain,1,231.76,0.0,231.76,0
2011-08-17,2011,8,August,Sweden,1,0.0,-9.9,-9.9,0
2011-08-17,2011,8,August,United Kingdom,54,49728.49,-2890.84,46837.65,0
2011-08-18,2011,8,August,Australia,1,21880.44,0.0,21880.44,0
2011-08-18,2011,8,August,Channel Islands,1,0.0,-4.25,-4.25,0
2011-08-18,2011,8,August,EIRE,2,131.85,-81.92,49.93,0
2011-08-18,2011,8,August,France,2,764.79,0.0,764.79,0
2011-08-18,2011,8,August,Israel,1,4873.81,0.0,4873.81,0
2011-08-18,2011,8,August,Netherlands,1,0.0,-206.4,-206.4,0
2011-08-18,2011,8,August,United Kingdom,92,26447.64,-588.69,25858.95,0
2011-08-19,2011,8,August,Austria,1,534.7,0.0,534.7,0
2011-08-19,2011,8,August,Belgium,3,789.87,-17.9,771.97,0
2011-08-19,2011,8,August,EIRE,1,989.49,0.0,989.49,0
2011-08-19,2011,8,August,France,1,612.29,0.0,612.29,0
2011-08-19,2011,8,August,Germany,4,882.63,-5.0,877.63,0
2011-08-19,2011,8,August,Switzerland,1,668.58,0.0,668.58,0
2011-08-19,2011,8,August,United Kingdom,49,12862.03,-78.15,12783.88,0
2011-08-21,2011,8,August,Channel Islands,1,1432.0,0.0,1432.0,0
2011-08-21,2011,8,August,EIRE,1,458.9,0.0,458.9,0
2011-08-21,2011,8,August,France,2,528.77,0.0,528.77,0
2011-08-21,2011,8,August,Germany,1,324.83,0.0,324.83,0
2011-08-21,2011,8,August,Spain,2,13.25,-16.5,-3.25,0
2011-08-21,2011,8,August,United Kingdom,35,11819.11,-11.15,11807.96,0
2011-08-22,2011,8,August,Germany,3,2269.37,0.0,2269.37,0
2011-08-22,2011,8,August,Malta,1,213.5,0.0,213.5,0
2011-08-22,2011,8,August,United Kingdom,62,26637.56,-1673.05,24964.51,0
2011-08-22,2011,8,August,Unspecified,2,531.03,0.0,531.03,0
2011-08-23,2011,8,August,Channel Islands,3,2705.22,0.0,2705.22,0
2011-08-23,2011,8,August,EIRE,3,817.02,-7.5,809.52,0
2011-08-23,2011,8,August,Finland,1,0.0,-4.95,-4.95,0
2011-08-23,2011,8,August,France,2,947.36,0.0,947.36,0
2011-08-23,2011,8,August,Germany,4,487.17,-44.0,443.17,0
2011-08-23,2011,8,August,Hong Kong,2,2813.95,0.0,2813.95,0
2011-08-23,2011,8,August,Japan,1,0.0,-49.79,-49.79,0
2011-08-23,2011,8,August,Netherlands,1,424.8,0.0,424.8,0
2011-08-23,2011,8,August,Switzerland,1,0.0,-27.15,-27.15,0
2011-08-23,2011,8,August,United Kingdom,55,17798.16,-45.7,17752.46,0
2011-08-24,2011,8,August,France,2,428.91,0.0,428.91,0
2011-08-24,2011,8,August,Germany,8,1709.43,-18.0,1691.43,0
2011-08-24,2011,8,August,Spain,1,509.34,0.0,509.34,0
2011-08-24,2011,8,August,United Kingdom,91,46385.58,-11942.46,34443.12,0
2011-08-25,2011,8,August,Belgium,2,752.79,0.0,752.79,0
2011-08-25,2011,8,August,Canada,1,51.56,0.0,51.56,0
2011-08-25,2011,8,August,France,4,2169.21,0.0,2169.21,0
2011-08-25,2011,8,August,Germany,2,620.15,0.0,620.15,0
2011-08-25,2011,8,August,Italy,1,309.5,0.0,309.5,0
2011-08-25,2011,8,August,Sweden,1,353.86,0.0,353.86,0
2011-08-25,2011,8,August,United Kingdom,82,19257.89,-1368.58,17889.31,0
2011-08-26,2011,8,August,EIRE,2,1452.16,0.0,1452.16,0
2011-08-26,2011,8,August,Finland,1,410.55,0.0,410.55,0
2011-08-26,2011,8,August,France,1,1130.95,0.0,1130.95,0
2011-08-26,2011,8,August,Germany,2,405.13,0.0,405.13,0
2011-08-26,2011,8,August,Netherlands,3,7428.04,0.0,7428.04,0
2011-08-26,2011,8,August,United Kingdom,46,14799.61,-76.21,14723.4,0
2011-08-28,2011,8,August,Spain,1,1246.49,0.0,1246.49,0
2011-08-28,2011,8,August,United Kingdom,38,9558.54,-20.25,9538.29,0
2011-08-30,2011,8,August,EIRE,2,0.0,-132.23,-132.23,0
2011-08-30,2011,8,August,Germany,1,403.83,0.0,403.83,0
2011-08-30,2011,8,August,Malta,1,0.0,-15.75,-15.75,0
2011-08-30,2011,8,August,Poland,1,125.92,0.0,125.92,0
2011-08-30,2011,8,August,United Kingdom,45,31336.56,-77.43,31259.13,0
2011-08-31,2011,8,August,Belgium,1,198.98,0.0,198.98,0
2011-08-31,2011,8,August,France,4,2150.3,0.0,2150.3,0
2011-08-31,2011,8,August,Germany,3,5436.7,-32.62,5404.08,0
2011-08-31,2011,8,August,Netherlands,1,0.0,-360.0,-360.0,0
2011-08-31,2011,8,August,Norway,1,0.0,-41.35,-41.35,0
2011-08-31,2011,8,August,Spain,2,278.4,0.0,278.4,0
2011-08-31,2011,8,August,United Kingdom,105,17315.79,-8722.6,8593.19,0
2011-09-01,2011,9,September,Australia,2,2941.72,0.0,2941.72,0
2011-09-01,2011,9,September,EIRE,2,3880.56,0.0,3880.56,0
2011-09-01,2011,9,September,Germany,2,0.0,-37.7,-37.7,0
2011-09-01,2011,9,September,Norway,1,509.01,0.0,509.01,0
2011-09-01,2011,9,September,United Arab Emirates,1,975.54,0.0,975.54,0
2011-09-01,2011,9,September,United Kingdom,72,28575.53,-35.85,28539.68,0
2011-09-02,2011,9,September,Belgium,2,642.28,-10.2,632.08,0
2011-09-02,2011,9,September,EIRE,1,749.13,0.0,749.13,0
2011-09-02,2011,9,September,Finland,1,230.3,0.0,230.3,0
2011-09-02,2011,9,September,France,3,942.76,0.0,942.76,0
2011-09-02,2011,9,September,Germany,3,465.68,-86.82,378.86,0
2011-09-02,2011,9,September,Portugal,1,317.0,0.0,317.0,0
2011-09-02,2011,9,September,Sweden,1,309.45,0.0,309.45,0
2011-09-02,2011,9,September,United Kingdom,93,37525.77,-479.93,37045.84,0
2011-09-02,2011,9,September,Unspecified,1,286.85,0.0,286.85,0
2011-09-04,2011,9,September,EIRE,1,629.04,0.0,629.04,0
2011-09-04,2011,9,September,France,1,891.82,0.0,891.82,0
2011-09-04,2011,9,September,Germany,5,2390.71,0.0,2390.71,0
2011-09-04,2011,9,September,United Kingdom,46,13208.02,-96.85,13111.17,0
2011-09-05,2011,9,September,Australia,1,147.7,0.0,147.7,0
2011-09-05,2011,9,September,EIRE,4,8488.86,-145.0,8343.86,0
2011-09-05,2011,9,September,France,3,995.0,-115.47,879.53,0
2011-09-05,2011,9,September,Germany,1,0.0,-19.03,-19.03,0
2011-09-05,2011,9,September,Poland,2,529.25,0.0,529.25,0
2011-09-05,2011,9,September,Spain,1,1092.35,0.0,1092.35,0
2011-09-05,2011,9,September,United Kingdom,66,25899.98,-33.6,25866.38,0
2011-09-06,2011,9,September,EIRE,2,4234.19,0.0,4234.19,0
2011-09-06,2011,9,September,Germany,4,1002.44,0.0,1002.44,0
2011-09-06,2011,9,September,Switzerland,1,200.0,0.0,200.0,0
2011-09-06,2011,9,September,United Kingdom,63,22913.28,-297.29,22615.99,0
2011-09-07,2011,9,September,EIRE,4,3415.29,0.0,3415.29,0
2011-09-07,2011,9,September,France,3,2889.76,0.0,2889.76,0
2011-09-07,2011,9,September,United Kingdom,53,28108.48,-287.88,27820.6,0
2011-09-08,2011,9,September,EIRE,2,2091.06,0.0,2091.06,0
2011-09-08,2011,9,September,France,2,1461.49,0.0,1461.49,0
2011-09-08,2011,9,September,Germany,4,1253.38,-18.0,1235.38,0
2011-09-08,2011,9,September,Netherlands,2,1946.68,0.0,1946.68,0
2011-09-08,2011,9,September,Spain,1,459.99,0.0,459.99,0
2011-09-08,2011,9,September,United Kingdom,79,19983.2,-454.8,19528.4,0
2011-09-09,2011,9,September,Belgium,1,1087.7,0.0,1087.7,0
2011-09-09,2011,9,September,EIRE,2,0.0,-89.65,-89.65,0
2011-09-09,2011,9,September,France,3,2074.8,0.0,2074.8,0
2011-09-09,2011,9,September,Germany,2,0.0,-149.03,-149.03,0
2011-09-09,2011,9,September,Israel,1,423.73,0.0,423.73,0
2011-09-09,2011,9,September,Netherlands,1,186.56,0.0,186.56,0
2011-09-09,2011,9,September,Norway,1,2608.11,0.0,2608.11,0
2011-09-09,2011,9,September,United Kingdom,75,23694.72,-292.11,23402.61,0
2011-09-11,2011,9,September,France,1,112.38,0.0,112.38,0
2011-09-11,2011,9,September,Germany,3,1653.89,0.0,1653.89,0
2011-09-11,2011,9,September,United Kingdom,74,33745.4,-46.2,33699.2,0
2011-09-12,2011,9,September,United Kingdom,96,29738.33,-699.02,29039.31,0
2011-09-13,2011,9,September,Finland,1,319.6,0.0,319.6,0
2011-09-13,2011,9,September,France,1,94.32,0.0,94.32,0
2011-09-13,2011,9,September,Germany,1,199.8,0.0,199.8,0
2011-09-13,2011,9,September,Netherlands,1,8281.12,0.0,8281.12,0
2011-09-13,2011,9,September,Sweden,1,4114.08,0.0,4114.08,0
2011-09-13,2011,9,September,United Kingdom,75,42103.09,-189.08,41914.01,0
2011-09-14,2011,9,September,EIRE,3,781.11,-36.2,744.91,0
2011-09-14,2011,9,September,France,1,357.32,0.0,357.32,0
2011-09-14,2011,9,September,Germany,1,351.65,0.0,351.65,0
2011-09-14,2011,9,September,Japan,1,112.08,0.0,112.08,0
2011-09-14,2011,9,September,Switzerland,1,743.28,0.0,743.28,0
2011-09-14,2011,9,September,United Kingdom,86,21247.54,-196.12,21051.42,0
2011-09-15,2011,9,September,EIRE,3,693.53,-14.7,678.83,0
2011-09-15,2011,9,September,France,4,2686.16,-29.85,2656.31,0
2011-09-15,2011,9,September,Norway,1,562.54,0.0,562.54,0
2011-09-15,2011,9,September,Switzerland,1,160.0,0.0,160.0,0
2011-09-15,2011,9,September,United Kingdom,104,72083.62,-13400.75,58682.87,0
2011-09-16,2011,9,September,Australia,1,519.89,0.0,519.89,0
2011-09-16,2011,9,September,France,1,0.0,-25.5,-25.5,0
2011-09-16,2011,9,September,Germany,5,1257.0,-25.03,1231.97,0
2011-09-16,2011,9,September,United Kingdom,75,25947.33,-430.87,25516.46,0
2011-09-18,2011,9,September,United Kingdom,28,15744.08,-53.4,15690.68,0
2011-09-19,2011,9,September,Belgium,1,392.4,0.0,392.4,0
2011-09-19,2011,9,September,Channel Islands,1,1062.1,0.0,1062.1,0
2011-09-19,2011,9,September,Cyprus,1,196.35,0.0,196.35,0
2011-09-19,2011,9,September,EIRE,2,648.48,-4.15,644.33,0
2011-09-19,2011,9,September,France,4,2035.05,0.0,2035.05,0
2011-09-19,2011,9,September,Germany,5,2172.49,-1.65,2170.84,0
2011-09-19,2011,9,September,Netherlands,2,15618.28,0.0,15618.28,0
2011-09-19,2011,9,September,Norway,1,4366.78,0.0,4366.78,0
2011-09-19,2011,9,September,Spain,1,971.65,0.0,971.65,0
2011-09-19,2011,9,September,United Kingdom,80,19152.35,-397.92,18754.43,0
2011-09-20,2011,9,September,EIRE,3,1798.39,-36.75,1761.64,0
2011-09-20,2011,9,September,France,1,377.66,0.0,377.66,0
2011-09-20,2011,9,September,Germany,2,138.48,-10.2,128.28,0
2011-09-20,2011,9,September,Italy,1,279.8,0.0,279.8,0
2011-09-20,2011,9,September,Norway,1,366.25,0.0,366.25,0
2011-09-20,2011,9,September,Spain,1,0.0,-25.5,-25.5,0
2011-09-20,2011,9,September,United Kingdom,67,106634.1,-14.85,106619.25,0
2011-09-21,2011,9,September,Belgium,1,549.84,0.0,549.84,0
2011-09-21,2011,9,September,Denmark,1,3850.9,0.0,3850.9,0
2011-09-21,2011,9,September,EIRE,1,381.22,0.0,381.22,0
2011-09-21,2011,9,September,France,4,1083.76,0.0,1083.76,0
2011-09-21,2011,9,September,Germany,2,1049.04,0.0,1049.04,0
2011-09-21,2011,9,September,Spain,1,964.83,0.0,964.83,0
2011-09-21,2011,9,September,Switzerland,5,4.95,-29.9,-24.95,0
2011-09-21,2011,9,September,United Kingdom,92,40676.14,-5558.68,35117.46,0
2011-09-22,2011,9,September,Belgium,2,705.81,0.0,705.81,0
2011-09-22,2011,9,September,EIRE,3,1254.42,0.0,1254.42,0
2011-09-22,2011,9,September,Finland,1,245.55,0.0,245.55,0
2011-09-22,2011,9,September,France,5,1679.7,-18.0,1661.7,0
2011-09-22,2011,9,September,Germany,3,708.23,0.0,708.23,0
2011-09-22,2011,9,September,Netherlands,1,904.62,0.0,904.62,0
2011-09-22,2011,9,September,Portugal,1,777.2,0.0,777.2,0
2011-09-22,2011,9,September,Switzerland,1,4860.64,0.0,4860.64,0
2011-09-22,2011,9,September,United Arab Emirates,1,37.5,0.0,37.5,0
2011-09-22,2011,9,September,United Kingdom,126,48174.98,-2249.36,45925.62,0
2011-09-23,2011,9,September,EIRE,3,3502.9,-4.15,3498.75,0
2011-09-23,2011,9,September,France,1,790.54,0.0,790.54,0
2011-09-23,2011,9,September,Germany,4,2569.5,0.0,2569.5,0
2011-09-23,2011,9,September,Spain,2,1037.68,0.0,1037.68,0
2011-09-23,2011,9,September,United Kingdom,88,32695.4,-1156.17,31539.23,0
2011-09-25,2011,9,September,Australia,1,825.92,0.0,825.92,0
2011-09-25,2011,9,September,Finland,1,310.0,0.0,310.0,0
2011-09-25,2011,9,September,France,2,775.99,0.0,775.99,0
2011-09-25,2011,9,September,Portugal,1,339.02,0.0,339.02,0
2011-09-25,2011,9,September,Spain,1,372.24,0.0,372.24,0
2011-09-25,2011,9,September,United Kingdom,72,28749.49,-109.9,28639.59,0
2011-09-26,2011,9,September,Channel Islands,1,261.65,0.0,261.65,0
2011-09-26,2011,9,September,Denmark,1,336.14,0.0,336.14,0
2011-09-26,2011,9,September,EIRE,2,1156.14,0.0,1156.14,0
2011-09-26,2011,9,September,France,1,0.0,-15.2,-15.2,0
2011-09-26,2011,9,September,Germany,1,704.04,0.0,704.04,0
2011-09-26,2011,9,September,United Kingdom,73,26877.2,-677.7,26199.5,0
2011-09-27,2011,9,September,EIRE,2,776.3,-3.35,772.95,0
2011-09-27,2011,9,September,France,3,189.2,-25.15,164.05,0
2011-09-27,2011,9,September,Germany,2,417.2,-14.75,402.45,0
2011-09-27,2011,9,September,Spain,1,290.5,0.0,290.5,0
2011-09-27,2011,9,September,United Kingdom,106,34649.75,-527.54,34122.21,0
2011-09-28,2011,9,September,Australia,4,671.5,-75.0,596.5,0
2011-09-28,2011,9,September,Belgium,1,829.99,0.0,829.99,0
2011-09-28,2011,9,September,Channel Islands,1,0.0,-2.1,-2.1,0
2011-09-28,2011,9,September,EIRE,6,2350.39,-15.9,2334.49,0
2011-09-28,2011,9,September,France,1,644.75,0.0,644.75,0
2011-09-28,2011,9,September,Germany,3,367.37,-7.45,359.92,0
2011-09-28,2011,9,September,Norway,1,266.25,0.0,266.25,0
2011-09-28,2011,9,September,Switzerland,1,1810.51,0.0,1810.51,0
2011-09-28,2011,9,September,United Kingdom,94,36793.66,-265.57,36528.09,0
2011-09-29,2011,9,September,Denmark,1,383.12,0.0,383.12,0
2011-09-29,2011,9,September,France,4,1395.68,0.0,1395.68,0
2011-09-29,2011,9,September,Germany,3,1108.38,-1.25,1107.13,0
2011-09-29,2011,9,September,Switzerland,1,505.48,0.0,505.48,0
2011-09-29,2011,9,September,United Kingdom,106,43008.79,-2752.99,40255.8,0
2011-09-30,2011,9,September,EIRE,5,6255.54,-91.7,6163.84,0
2011-09-30,2011,9,September,France,3,1949.9,0.0,1949.9,0
2011-09-30,2011,9,September,Germany,1,281.94,0.0,281.94,0
2011-09-30,2011,9,September,Sweden,1,151.68,0.0,151.68,0
2011-09-30,2011,9,September,United Kingdom,84,35715.0,-272.51,35442.49,0
2011-10-02,2011,10,October,United Kingdom,36,11634.53,-10.95,11623.58,1
2011-10-03,2011,10,October,France,1,358.4,0.0,358.4,1
2011-10-03,2011,10,October,Spain,1,0.0,-9.95,-9.95,1
2011-10-03,2011,10,October,Switzerland,1,0.0,-16.75,-16.75,1
2011-10-03,2011,10,October,United Kingdom,85,62535.52,-1830.34,60705.18,1
2011-10-04,2011,10,October,Belgium,1,346.68,0.0,346.68,1
